Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,04/30/2012 12:00:00 AM,3404
NYCHA,Foursquare,https://foursquare.com/nycha,04/30/2012 12:00:00 AM,40
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,04/30/2012 12:00:00 AM,10076
NYC Gov,Foursquare,http://foursquare.com/nycgov,04/30/2012 12:00:00 AM,18211
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,04/30/2012 12:00:00 AM,11
FDNY,Foursquare,https://foursquare.com/fdny,04/30/2012 12:00:00 AM,115
EDC,Foursquare,https://foursquare.com/user/3045331,04/30/2012 12:00:00 AM,19
DPR,Foursquare,https://foursquare.com/nycparks,04/30/2012 12:00:00 AM,10943
DOT,Foursquare,http://foursquare.com/user/7474166,04/30/2012 12:00:00 AM,4
DOH,Foursquare,https://foursquare.com/nychealthy,04/30/2012 12:00:00 AM,83
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,04/30/2012 12:00:00 AM,88
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,04/30/2012 12:00:00 AM,
HRA,Flickr,http://www.flickr.com/people/nychra/,04/30/2012 12:00:00 AM,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,04/30/2012 12:00:00 AM,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,04/30/2012 12:00:00 AM,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,04/30/2012 12:00:00 AM,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,04/30/2012 12:00:00 AM,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,04/30/2012 12:00:00 AM,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,04/30/2012 12:00:00 AM,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,04/30/2012 12:00:00 AM,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,04/30/2012 12:00:00 AM,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,04/30/2012 12:00:00 AM,
HHC,Flickr,http://www.flickr.com/hhcnyc,04/30/2012 12:00:00 AM,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,04/30/2012 12:00:00 AM,
EDC,Flickr,http://www.flickr.com/nycedc,04/30/2012 12:00:00 AM,
DSNY,Flickr,http://flickr.com/nycrecyclemore,04/30/2012 12:00:00 AM,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,04/30/2012 12:00:00 AM,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,04/30/2012 12:00:00 AM,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,04/30/2012 12:00:00 AM,
DOE,Flickr,http://www.flickr.com/photos/nycschools,04/30/2012 12:00:00 AM,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,04/30/2012 12:00:00 AM,
DEP,Flickr,http://www.flickr.com/photos/nycep,04/30/2012 12:00:00 AM,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,04/30/2012 12:00:00 AM,284
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,04/30/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,04/30/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,04/30/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,04/30/2012 12:00:00 AM,
NYPD,Facebook,https://www.facebook.com/NYPD,04/30/2012 12:00:00 AM,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,04/30/2012 12:00:00 AM,94
NYC Gov,Facebook,http://www.facebook.com/nycgov,04/30/2012 12:00:00 AM,11085
MOME,Facebook,http://www.facebook.com/NYCMINY,04/30/2012 12:00:00 AM,539
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,04/30/2012 12:00:00 AM,1914
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,04/30/2012 12:00:00 AM,68
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,04/30/2012 12:00:00 AM,2829
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,04/30/2012 12:00:00 AM,111
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,04/30/2012 12:00:00 AM,20
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,04/30/2012 12:00:00 AM,225
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,04/30/2012 12:00:00 AM,107
DOB,Facebook,http://www.facebook.com/NYCBuildings,04/30/2012 12:00:00 AM,1070
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,04/30/2012 12:00:00 AM,58
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,04/30/2012 12:00:00 AM,14
FDNY,Facebook,http://www.facebook.com/FDNYhome,04/30/2012 12:00:00 AM,81588
NYC & Co,Facebook,http://www.facebook.com/nycgo,04/30/2012 12:00:00 AM,42590
DOH,Facebook,http://www.facebook.com/NYCcondom,04/30/2012 12:00:00 AM,18808
DOE,Facebook,http://www.facebook.com/NYCschools,04/30/2012 12:00:00 AM,20447
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,04/30/2012 12:00:00 AM,14073
DPR,Facebook,http://www.facebook.com/nycparks,04/30/2012 12:00:00 AM,13803
DOE,Facebook,http://www.facebook.com/fundforpublicschools,04/30/2012 12:00:00 AM,8326
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,04/30/2012 12:00:00 AM,7708
DOH,Facebook,http://www.facebook.com/nycquits,04/30/2012 12:00:00 AM,8798
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,04/30/2012 12:00:00 AM,10383
NYCService,Facebook,http://www.facebook.com/nycservice,04/30/2012 12:00:00 AM,5524
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,04/30/2012 12:00:00 AM,5354
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,04/30/2012 12:00:00 AM,5109
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,04/30/2012 12:00:00 AM,33861
DYCD,Facebook,http://www.facebook.com/nycyouth,04/30/2012 12:00:00 AM,4735
EDC,Facebook,http://www.facebook.com/AppSciNYC,04/30/2012 12:00:00 AM,3815
DOT,Facebook,http://www.facebook.com/NYCDOT,04/30/2012 12:00:00 AM,3758
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,04/30/2012 12:00:00 AM,4738
EDC,Facebook,http://www.facebook.com/NYCEDC,04/30/2012 12:00:00 AM,3251
MOME,Facebook,https://www.facebook.com/NYCMedia,04/30/2012 12:00:00 AM,2925
DEP,Facebook,http://www.facebook.com/nycwater,04/30/2012 12:00:00 AM,2481
DOE,Facebook,http://www.facebook.com/nycgrads,04/30/2012 12:00:00 AM,1831
DOH,Facebook,http://www.facebook.com/NYCKnows,04/30/2012 12:00:00 AM,1731
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,04/30/2012 12:00:00 AM,1484
GreeNYC,Facebook,https://www.facebook.com/birdienyc,04/30/2012 12:00:00 AM,1434
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,04/30/2012 12:00:00 AM,1171
HHC,Facebook,http://www.facebook.com/nychhc,04/30/2012 12:00:00 AM,1133
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,04/30/2012 12:00:00 AM,2073
DOT,Facebook,http://www.facebook.com/YouTheManNYC,04/30/2012 12:00:00 AM,1037
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,04/30/2012 12:00:00 AM,909
SBS,Facebook,http://www.facebook.com/NYCBusiness,04/30/2012 12:00:00 AM,1084
Culture,Facebook,https://www.facebook.com/piypnyc,04/30/2012 12:00:00 AM,
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,04/30/2012 12:00:00 AM,1440
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,04/30/2012 12:00:00 AM,1018
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,04/30/2012 12:00:00 AM,478
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,04/30/2012 12:00:00 AM,490
DCA,Facebook,http://www.facebook.com/NYCDCA,04/30/2012 12:00:00 AM,482
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,04/30/2012 12:00:00 AM,434
SICB1,Facebook,https://www.facebook.com/CB1SI,04/30/2012 12:00:00 AM,359
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,04/30/2012 12:00:00 AM,657
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,04/30/2012 12:00:00 AM,505
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,04/30/2012 12:00:00 AM,303
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,04/30/2012 12:00:00 AM,372
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,04/30/2012 12:00:00 AM,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,04/30/2012 12:00:00 AM,363
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,04/30/2012 12:00:00 AM,363
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,04/30/2012 12:00:00 AM,387
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,04/30/2012 12:00:00 AM,356
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,04/30/2012 12:00:00 AM,343
DFTA,Facebook,http://www.facebook.com/timebanksnyc,04/30/2012 12:00:00 AM,305
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,04/30/2012 12:00:00 AM,268
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,04/30/2012 12:00:00 AM,296
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,04/30/2012 12:00:00 AM,360
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,04/30/2012 12:00:00 AM,255
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,04/30/2012 12:00:00 AM,319
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,04/30/2012 12:00:00 AM,241
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,04/30/2012 12:00:00 AM,318
City Store,Facebook,http://www.facebook.com/citystorenyc,04/30/2012 12:00:00 AM,222
MOIA,Facebook,http://www.facebook.com/ihwnyc,04/30/2012 12:00:00 AM,220
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,04/30/2012 12:00:00 AM,192
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,04/30/2012 12:00:00 AM,186
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,04/30/2012 12:00:00 AM,107
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,04/30/2012 12:00:00 AM,59
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,04/30/2012 12:00:00 AM,11
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,04/30/2012 12:00:00 AM,
DOT,Broadcastr,,04/30/2012 12:00:00 AM,
MOME,Android,MiNY Venor app,04/30/2012 12:00:00 AM,343
DOT,Android,You The Man,04/30/2012 12:00:00 AM,38
DOH,Android,Condom Finder,04/30/2012 12:00:00 AM,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,04/30/2012 12:00:00 AM,191
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,04/30/2012 12:00:00 AM,
DOT,iPhone app,You The Man,04/30/2012 12:00:00 AM,2598
Child Services,Youtube,http://www.youtube.com/user/childservices,04/09/2012 12:00:00 AM,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,04/09/2012 12:00:00 AM,622
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,04/09/2012 12:00:00 AM,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,04/09/2012 12:00:00 AM,
NYC Water,Youtube,http://www.youtube.com/nycwater,04/09/2012 12:00:00 AM,
NYC Gov,YouTube,http://www.youtube.com/nycgov,04/09/2012 12:00:00 AM,6
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,04/09/2012 12:00:00 AM,6
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,04/09/2012 12:00:00 AM,
DOH,Android,Condom Finder,04/09/2012 12:00:00 AM,
DOT,Android,You The Man,04/09/2012 12:00:00 AM,
MOME,Android,MiNY Venor app,04/09/2012 12:00:00 AM,343
DOT,Broadcastr,,04/09/2012 12:00:00 AM,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,04/09/2012 12:00:00 AM,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,04/09/2012 12:00:00 AM,9
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,04/09/2012 12:00:00 AM,55
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,04/09/2012 12:00:00 AM,92
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,04/09/2012 12:00:00 AM,178
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,04/09/2012 12:00:00 AM,1
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,04/09/2012 12:00:00 AM,181
MOIA,Facebook,http://www.facebook.com/ihwnyc,04/09/2012 12:00:00 AM,171
City Store,Facebook,http://www.facebook.com/citystorenyc,04/09/2012 12:00:00 AM,214
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,04/09/2012 12:00:00 AM,313
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,04/09/2012 12:00:00 AM,228
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,04/09/2012 12:00:00 AM,309
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,04/09/2012 12:00:00 AM,247
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,04/09/2012 12:00:00 AM,354
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,04/09/2012 12:00:00 AM,276
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,04/09/2012 12:00:00 AM,267
DFTA,Facebook,http://www.facebook.com/timebanksnyc,04/09/2012 12:00:00 AM,291
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,04/09/2012 12:00:00 AM,323
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,04/09/2012 12:00:00 AM,353
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,04/09/2012 12:00:00 AM,362
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,04/09/2012 12:00:00 AM,350
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,04/09/2012 12:00:00 AM,347
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,04/09/2012 12:00:00 AM,287
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,04/09/2012 12:00:00 AM,363
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,04/09/2012 12:00:00 AM,302
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,04/09/2012 12:00:00 AM,483
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,04/09/2012 12:00:00 AM,602
SICB1,Facebook,https://www.facebook.com/CB1SI,04/09/2012 12:00:00 AM,356
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,04/09/2012 12:00:00 AM,425
DCA,Facebook,http://www.facebook.com/NYCDCA,04/09/2012 12:00:00 AM,458
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,04/09/2012 12:00:00 AM,471
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,04/09/2012 12:00:00 AM,470
NYCHA,Facebook,http://www.facebook.com/NYCHA,04/09/2012 12:00:00 AM,880
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,04/09/2012 12:00:00 AM,977
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,04/09/2012 12:00:00 AM,1328
Culture,Facebook,https://www.facebook.com/piypnyc,04/09/2012 12:00:00 AM,816
SBS,Facebook,http://www.facebook.com/NYCBusiness,04/09/2012 12:00:00 AM,1051
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,04/09/2012 12:00:00 AM,887
DOT,Facebook,http://www.facebook.com/YouTheManNYC,04/09/2012 12:00:00 AM,1031
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,04/09/2012 12:00:00 AM,1955
HHC,Facebook,http://www.facebook.com/nychhc,04/09/2012 12:00:00 AM,1115
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,04/09/2012 12:00:00 AM,1164
GreeNYC,Facebook,https://www.facebook.com/birdienyc,04/09/2012 12:00:00 AM,1401
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,04/09/2012 12:00:00 AM,1451
DOH,Facebook,http://www.facebook.com/NYCKnows,04/09/2012 12:00:00 AM,1712
DOE,Facebook,http://www.facebook.com/nycgrads,04/09/2012 12:00:00 AM,1830
DEP,Facebook,http://www.facebook.com/nycwater,04/09/2012 12:00:00 AM,2423
MOME,Facebook,https://www.facebook.com/NYCMedia,04/09/2012 12:00:00 AM,2862
EDC,Facebook,http://www.facebook.com/NYCEDC,04/09/2012 12:00:00 AM,3180
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,04/09/2012 12:00:00 AM,4570
DOT,Facebook,http://www.facebook.com/NYCDOT,04/09/2012 12:00:00 AM,3696
EDC,Facebook,http://www.facebook.com/AppSciNYC,04/09/2012 12:00:00 AM,3769
DYCD,Facebook,http://www.facebook.com/nycyouth,04/09/2012 12:00:00 AM,4618
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,04/09/2012 12:00:00 AM,24618
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,04/09/2012 12:00:00 AM,4985
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,04/09/2012 12:00:00 AM,5277
NYCService,Facebook,http://www.facebook.com/nycservice,04/09/2012 12:00:00 AM,5470
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,04/09/2012 12:00:00 AM,9598
DOH,Facebook,http://www.facebook.com/nycquits,04/09/2012 12:00:00 AM,8753
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,04/09/2012 12:00:00 AM,7662
DOE,Facebook,http://www.facebook.com/fundforpublicschools,04/09/2012 12:00:00 AM,8316
DPR,Facebook,http://www.facebook.com/nycparks,04/09/2012 12:00:00 AM,13339
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,04/09/2012 12:00:00 AM,13966
DOE,Facebook,http://www.facebook.com/NYCschools,04/09/2012 12:00:00 AM,20101
DOH,Facebook,http://www.facebook.com/NYCcondom,04/09/2012 12:00:00 AM,18517
NYC & Co,Facebook,http://www.facebook.com/nycgo,04/09/2012 12:00:00 AM,41163
FDNY,Facebook,http://www.facebook.com/FDNYhome,04/09/2012 12:00:00 AM,78265
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,04/09/2012 12:00:00 AM,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,04/09/2012 12:00:00 AM,14
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,04/09/2012 12:00:00 AM,47
DOB,Facebook,http://www.facebook.com/NYCBuildings,04/09/2012 12:00:00 AM,1038
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,04/09/2012 12:00:00 AM,99
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,04/09/2012 12:00:00 AM,187
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,04/09/2012 12:00:00 AM,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,04/09/2012 12:00:00 AM,95
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,04/09/2012 12:00:00 AM,2745
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,04/09/2012 12:00:00 AM,58
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,04/09/2012 12:00:00 AM,1881
MOME,Facebook,http://www.facebook.com/NYCMINY,04/09/2012 12:00:00 AM,492
NYC Gov,Facebook,http://www.facebook.com/nycgov,04/09/2012 12:00:00 AM,7391
NYCCFB,Facebook,http://www.facebook.com/nycvotes,04/09/2012 12:00:00 AM,83
NYPD,Facebook,https://www.facebook.com/NYPD,04/09/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,04/09/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,04/09/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,04/09/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,04/09/2012 12:00:00 AM,
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,04/09/2012 12:00:00 AM,4
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,04/09/2012 12:00:00 AM,261
DEP,Flickr,http://www.flickr.com/photos/nycep,04/09/2012 12:00:00 AM,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,04/09/2012 12:00:00 AM,
DOE,Flickr,http://www.flickr.com/photos/nycschools,04/09/2012 12:00:00 AM,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,04/09/2012 12:00:00 AM,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,04/09/2012 12:00:00 AM,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,04/09/2012 12:00:00 AM,
DSNY,Flickr,http://flickr.com/nycrecyclemore,04/09/2012 12:00:00 AM,
EDC,Flickr,http://www.flickr.com/nycedc,04/09/2012 12:00:00 AM,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,04/09/2012 12:00:00 AM,
HHC,Flickr,http://www.flickr.com/hhcnyc,04/09/2012 12:00:00 AM,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,04/09/2012 12:00:00 AM,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,04/09/2012 12:00:00 AM,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,04/09/2012 12:00:00 AM,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,04/09/2012 12:00:00 AM,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,04/09/2012 12:00:00 AM,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,04/09/2012 12:00:00 AM,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,04/09/2012 12:00:00 AM,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,04/09/2012 12:00:00 AM,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,04/09/2012 12:00:00 AM,
HRA,Flickr,http://www.flickr.com/people/nychra/,04/09/2012 12:00:00 AM,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,04/09/2012 12:00:00 AM,79
DOH,Foursquare,https://foursquare.com/nychealthy,04/09/2012 12:00:00 AM,84
DOT,Foursquare,http://foursquare.com/user/7474166,04/09/2012 12:00:00 AM,4
DPR,Foursquare,https://foursquare.com/nycparks,04/09/2012 12:00:00 AM,10619
EDC,Foursquare,https://foursquare.com/user/3045331,04/09/2012 12:00:00 AM,19
FDNY,Foursquare,https://foursquare.com/fdny,04/09/2012 12:00:00 AM,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,04/09/2012 12:00:00 AM,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,04/09/2012 12:00:00 AM,16975
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,04/09/2012 12:00:00 AM,10076
NYCHA,Foursquare,https://foursquare.com/nycha,04/09/2012 12:00:00 AM,32
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,04/09/2012 12:00:00 AM,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,04/09/2012 12:00:00 AM,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,04/09/2012 12:00:00 AM,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,04/09/2012 12:00:00 AM,16879
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,04/09/2012 12:00:00 AM,8041
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,04/09/2012 12:00:00 AM,171
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,04/09/2012 12:00:00 AM,142
DOT,iPhone app,You The Man,04/09/2012 12:00:00 AM,2635
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,04/09/2012 12:00:00 AM,3186
DOITT,Tumblr,http://nycdoitt.tumblr.com/,04/09/2012 12:00:00 AM,
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,04/09/2012 12:00:00 AM,944
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,04/09/2012 12:00:00 AM,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,04/09/2012 12:00:00 AM,287
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,04/09/2012 12:00:00 AM,1913
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,04/09/2012 12:00:00 AM,18745
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,04/09/2012 12:00:00 AM,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,04/09/2012 12:00:00 AM,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,04/09/2012 12:00:00 AM,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,04/09/2012 12:00:00 AM,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,04/09/2012 12:00:00 AM,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,04/09/2012 12:00:00 AM,322
