Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
DCA,YouTube,http://www.youtube.com/nycdca,10/24/2012 12:00:00 AM,29
Child Services,Youtube,http://www.youtube.com/user/childservices,10/24/2012 12:00:00 AM,11
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,10/24/2012 12:00:00 AM,2043
DOH,YouTube,http://www.youtube.com/NYCHealth,10/24/2012 12:00:00 AM,180
NYPD,YouTube,http://www.youtube.com/nypd,10/24/2012 12:00:00 AM,3548
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,10/24/2012 12:00:00 AM,817
DOT,YouTube,http://www.youtube.com/NYCDOT,10/24/2012 12:00:00 AM,369
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,10/24/2012 12:00:00 AM,297
MOME,YouTube,http://www.youtube.com/nycmedia25,10/24/2012 12:00:00 AM,239
EDC,YouTube,http://www.youtube.com/NYCEDC,10/24/2012 12:00:00 AM,161
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,10/24/2012 12:00:00 AM,95
OEM,YouTube,http://www.youtube.com/nycoem,10/24/2012 12:00:00 AM,83
DYCD,YouTube,http://www.youtube.com/dycdnyc,10/24/2012 12:00:00 AM,60
DOE,YouTube,http://www.youtube.com/nycschools,10/24/2012 12:00:00 AM,44
HHC,YouTube,http://www.youtube.com/HHCnyc,10/24/2012 12:00:00 AM,51
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,10/24/2012 12:00:00 AM,46
HRA,YouTube,http://www.youtube.com/user/HRANYC,10/24/2012 12:00:00 AM,40
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,10/24/2012 12:00:00 AM,22
DOITT,YouTube,http://www.youtube.com/doittnews,10/24/2012 12:00:00 AM,34
Probation,YouTube,http://www.youtube.com/NYCProbation,10/24/2012 12:00:00 AM,12
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,10/24/2012 12:00:00 AM,9
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,10/24/2012 12:00:00 AM,3
DOE,YouTube,http://www.youtube.com/thefundforps,10/24/2012 12:00:00 AM,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,10/24/2012 12:00:00 AM,
SBS,WordPress,http://workforce1.org,10/24/2012 12:00:00 AM,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,10/24/2012 12:00:00 AM,
MOIA,WordPress,http://ihwnyc.wordpress.com,10/24/2012 12:00:00 AM,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,10/24/2012 12:00:00 AM,4647
LMEC,WordPress,http://lmew.wordpress.com/,10/24/2012 12:00:00 AM,
HHS,WordPress,http://hsdata-nyc.org,10/24/2012 12:00:00 AM,
HHS,WordPress,http://hsdatanyc.wordpress.com/,10/24/2012 12:00:00 AM,
DOITT,WordPress,http://nycitt.wordpress.com/,10/24/2012 12:00:00 AM,
DOITT,WordPress,http://nycitymap.wordpress.com/,10/24/2012 12:00:00 AM,
311,WordPress,http://311nyc.wordpress.com/,10/24/2012 12:00:00 AM,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,10/24/2012 12:00:00 AM,
DOE,Vimeo,http://vimeo.com/nycschools,10/24/2012 12:00:00 AM,
YMI,Twitter,http://www.twitter.com/nycyoungmen,10/24/2012 12:00:00 AM,98
DRIS,Twitter,https://twitter.com/NYCRecords,10/24/2012 12:00:00 AM,65
Vets,Twitter,http://twitter.com/NYCVeterans,10/24/2012 12:00:00 AM,449
Prob,Twitter,www.twitter.com/nycprobation,10/24/2012 12:00:00 AM,308
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,10/24/2012 12:00:00 AM,183
NYCCFB,Twitter,http://twitter.com/NYCVotes,10/24/2012 12:00:00 AM,452
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,10/24/2012 12:00:00 AM,381
NYC Digital,Twitter,https://twitter.com/nycgob,10/24/2012 12:00:00 AM,332
MOAE,Twitter,http://twitter.com/youcantoonyc,10/24/2012 12:00:00 AM,89
Materials for the Arts,Twitter,https://twitter.com/mftanyc,10/24/2012 12:00:00 AM,2388
FDNY,Twitter,https://twitter.com/joinFDNY,10/24/2012 12:00:00 AM,1926
DSNY,Twitter,www.twitter.com/nycrecycles,10/24/2012 12:00:00 AM,292
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,10/24/2012 12:00:00 AM,733
DOF,Twitter,https://twitter.com/nycfinance,10/24/2012 12:00:00 AM,1119
DHS,Twitter,www.twitter.com/nycdhs,10/24/2012 12:00:00 AM,564
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/24/2012 12:00:00 AM,1476
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,10/24/2012 12:00:00 AM,74016
NYC & Co,Twitter,http://twitter.com/nycgo,10/24/2012 12:00:00 AM,66658
OEM,Twitter,http://twitter.com/NotifyNYC,10/24/2012 12:00:00 AM,44591
311,Twitter,http://www.twitter.com/311NYC,10/24/2012 12:00:00 AM,33592
NYPD,Twitter,http://twitter.com/NYPDnews,10/24/2012 12:00:00 AM,43114
DPR,Twitter,http://twitter.com/NYCParks,10/24/2012 12:00:00 AM,30000
DOE,Twitter,http://twitter.com/NYCSchools,10/24/2012 12:00:00 AM,27117
FDNY,Twitter,http://www.twitter.com/FDNY,10/24/2012 12:00:00 AM,38395
DOT,Twitter,http://twitter.com/NYC_DOT,10/24/2012 12:00:00 AM,18584
311,Twitter,http://www.twitter.com/NYCASP,10/24/2012 12:00:00 AM,11766
NYC Digital,Twitter,http://twitter.com/nycgov,10/24/2012 12:00:00 AM,38506
DOH,Twitter,http://twitter.com/nycHealthy,10/24/2012 12:00:00 AM,11459
EDC,Twitter,http://twitter.com/nycedc,10/24/2012 12:00:00 AM,10003
MOME,Twitter,http://www.twitter.com/nyc_media,10/24/2012 12:00:00 AM,9174
NYCHA,Twitter,http://twitter.com/NYCHA,10/24/2012 12:00:00 AM,4881
DOB,Twitter,http://twitter.com/nyc_buildings,10/24/2012 12:00:00 AM,5005
TLC,Twitter,http://twitter.com/NYCTaxi,10/24/2012 12:00:00 AM,4170
NYCService,Twitter,http://twitter.com/nycservice,10/24/2012 12:00:00 AM,4084
DYCD,Twitter,http://twitter.com/nycyouth,10/24/2012 12:00:00 AM,3819
PlaNYC,Twitter,http://twitter.com/PlaNYC,10/24/2012 12:00:00 AM,4382
DOITT,Twitter,http://twitter.com/nycdoitt,10/24/2012 12:00:00 AM,4067
DEP,Twitter,http://twitter.com/nycwater,10/24/2012 12:00:00 AM,4230
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,10/24/2012 12:00:00 AM,3297
MOIA,Twitter,https://twitter.com/NYCimmigrants,10/24/2012 12:00:00 AM,2572
HHC,Twitter,http://twitter.com/HHCnyc,10/24/2012 12:00:00 AM,3435
CAU,Twitter,www.twitter.com/mayorscau,10/24/2012 12:00:00 AM,2389
DOE,Twitter,http://twitter.com/iteachnyc,10/24/2012 12:00:00 AM,1635
DCA,Twitter,http://twitter.com/nycdca,10/24/2012 12:00:00 AM,2776
DOI,Twitter,http://twitter.com/DOINews,10/24/2012 12:00:00 AM,2289
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,10/24/2012 12:00:00 AM,2146
MOME,Twitter,http://www.twitter.com/madeinny,10/24/2012 12:00:00 AM,3819
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,10/24/2012 12:00:00 AM,1858
DFTA,Twitter,http://www.twitter.com/timebanksnyc,10/24/2012 12:00:00 AM,942
City Charter,Twitter,http://twitter.com/CityCharterNYC,10/24/2012 12:00:00 AM,878
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,10/24/2012 12:00:00 AM,920
DOE,Twitter,http://twitter.com/nyctf,10/24/2012 12:00:00 AM,976
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,10/24/2012 12:00:00 AM,1119
EDC,Twitter,http://twitter.com/AppSciNYC,10/24/2012 12:00:00 AM,1576
NYCCFB,Twitter,http://twitter.com/NYCCFB,10/24/2012 12:00:00 AM,965
MOPD,Twitter,http://twitter.com/nyc_mopd,10/24/2012 12:00:00 AM,886
DOE,Twitter,http://twitter.com/TheFundforPS,10/24/2012 12:00:00 AM,674
DFTA,Twitter,http://twitter.com/NYCaging,10/24/2012 12:00:00 AM,867
energyNYC,Twitter,http://twitter.com/energy_nyc,10/24/2012 12:00:00 AM,972
NYC Digital,Twitter,http://twitter.com/nycdigital,10/24/2012 12:00:00 AM,2731
HRA,Twitter,http://twitter.com/nychra,10/24/2012 12:00:00 AM,942
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,10/24/2012 12:00:00 AM,309
LMEC,Twitter,http://twitter.com/nyclmew,10/24/2012 12:00:00 AM,462
NYC & Co,Twitter,http://twitter.com/nycgoshop,10/24/2012 12:00:00 AM,382
OEM,Twitter,http://twitter.com/NYCOEM,10/24/2012 12:00:00 AM,575
DOE,Twitter,http://twitter.com/alumny,10/24/2012 12:00:00 AM,187
LPC,Twitter,https://twitter.com/NYCLPC,10/24/2012 12:00:00 AM,738
City Store,Twitter,http://twitter.com/citystorenyc,10/24/2012 12:00:00 AM,445
SBS,Twitter,https://twitter.com/NYCWorkforce1,10/24/2012 12:00:00 AM,652
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,10/24/2012 12:00:00 AM,45
SBS,Tumblr,http://nycheighborhoods.tumblr.com,10/24/2012 12:00:00 AM,
FDNY,Tumblr,http://fdny.tumblr.com/,10/24/2012 12:00:00 AM,259
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,10/24/2012 12:00:00 AM,5
OEM,Tumblr,http://oempublicprivate.tumblr.com/,10/24/2012 12:00:00 AM,
TLC,Tumblr,http://nyctlc.tumblr.com/,10/24/2012 12:00:00 AM,
OMB,Tumblr,http://nycarra.tumblr.com,10/24/2012 12:00:00 AM,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,10/24/2012 12:00:00 AM,
OEM,Tumblr,http://nyccert.tumblr.com/,10/24/2012 12:00:00 AM,
NYC Gov,Tumblr,nycgov.tumblr.com,10/24/2012 12:00:00 AM,21476
NYC Digital,Tumblr,http://nycopendata.tumblr.com,10/24/2012 12:00:00 AM,364
NYC Digital,Tumblr,madeinny.tumblr.com,10/24/2012 12:00:00 AM,91
NYC & Co,Tumblr,nycgo.tumblr.com,10/24/2012 12:00:00 AM,1247
HRA,Tumblr,http://nycdads.tumblr.com,10/24/2012 12:00:00 AM,
EDC,Tumblr,http://nycedc.tumblr.com/,10/24/2012 12:00:00 AM,44766
DOT,Tumblr,http://thedailypothole.tumblr.com ,10/24/2012 12:00:00 AM,10747
DOH,Tumblr,http://mygooddognyc.tumblr.com/,10/24/2012 12:00:00 AM,27
DOH,Tumblr,http://nychealth.tumblr.com/,10/24/2012 12:00:00 AM,54
DOB,Tumblr,http://nycbuildings.tumblr.com,10/24/2012 12:00:00 AM,
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,10/24/2012 12:00:00 AM,
NYC Digital,Tumblr,http://nycdigital.tumblr.com,10/24/2012 12:00:00 AM,16372
OEM,SMS,,10/24/2012 12:00:00 AM,44547
NYCHA,SMS,,10/24/2012 12:00:00 AM,8300
DOE,SMS,877877,10/24/2012 12:00:00 AM,1253
DRIS,Pinterest,http://pinterest.com/recordsnyc,10/24/2012 12:00:00 AM,0
FDNY,Pinterest,http://pinterest.com/fdnyhome/,10/24/2012 12:00:00 AM,72
DOH,Pinterest,http://pinterest.com/nychealth,10/24/2012 12:00:00 AM,9
nycgov,Pinterest,http://pinterest.com/nycgov,10/24/2012 12:00:00 AM,60
,nyc.gov,2800000,10/24/2012 12:00:00 AM,
OEM,Newsletter,,10/24/2012 12:00:00 AM,47473
NYCHA,Newsletter,,10/24/2012 12:00:00 AM,44983
NYC Gov,Newsletter,0,10/24/2012 12:00:00 AM,594039
NYC Digital: external newsletter,Newsletter,,10/24/2012 12:00:00 AM,203
DOT,Newsletter,,10/24/2012 12:00:00 AM,80831
DOE,Newsletter,,10/24/2012 12:00:00 AM,370351
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,10/24/2012 12:00:00 AM,70
SBS,Linked-In,http://www.linkedin.com/company/workforce1,10/24/2012 12:00:00 AM,26
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,10/24/2012 12:00:00 AM,1432
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,10/24/2012 12:00:00 AM,152
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,10/24/2012 12:00:00 AM,72
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/24/2012 12:00:00 AM,3254
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/24/2012 12:00:00 AM,1078
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,10/24/2012 12:00:00 AM,21015
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,10/24/2012 12:00:00 AM,1874
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,10/24/2012 12:00:00 AM,526
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,10/24/2012 12:00:00 AM,350
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,10/24/2012 12:00:00 AM,2580
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,10/24/2012 12:00:00 AM,5877
DOT,iPhone app,You The Man,10/24/2012 12:00:00 AM,2713
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,10/24/2012 12:00:00 AM,960
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,10/24/2012 12:00:00 AM,987
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,10/24/2012 12:00:00 AM,28000
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,10/24/2012 12:00:00 AM,26581
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,10/24/2012 12:00:00 AM,12924
DOT,Instagram,http://web.stagram.com/n/nyc_dot,10/24/2012 12:00:00 AM,22
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,10/24/2012 12:00:00 AM,28123
NYCHA,Foursquare,https://foursquare.com/nycha,10/24/2012 12:00:00 AM,80
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,10/24/2012 12:00:00 AM,11256
NYC Gov,Foursquare,http://foursquare.com/nycgov,10/24/2012 12:00:00 AM,34096
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,10/24/2012 12:00:00 AM,11
FDNY,Foursquare,https://foursquare.com/fdny,10/24/2012 12:00:00 AM,789
EDC,Foursquare,https://foursquare.com/user/3045331,10/24/2012 12:00:00 AM,19
DPR,Foursquare,https://foursquare.com/nycparks,10/24/2012 12:00:00 AM,18369
DOT,Foursquare,http://foursquare.com/user/7474166,10/24/2012 12:00:00 AM,4
DOH,Foursquare,https://foursquare.com/nychealthy,10/24/2012 12:00:00 AM,361
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,10/24/2012 12:00:00 AM,87
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,10/24/2012 12:00:00 AM,
HRA,Flickr,http://www.flickr.com/people/nychra/,10/24/2012 12:00:00 AM,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,10/24/2012 12:00:00 AM,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,10/24/2012 12:00:00 AM,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,10/24/2012 12:00:00 AM,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,10/24/2012 12:00:00 AM,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,10/24/2012 12:00:00 AM,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,10/24/2012 12:00:00 AM,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,10/24/2012 12:00:00 AM,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,10/24/2012 12:00:00 AM,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,10/24/2012 12:00:00 AM,
HHC,Flickr,http://www.flickr.com/hhcnyc,10/24/2012 12:00:00 AM,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,10/24/2012 12:00:00 AM,
EDC,Flickr,http://www.flickr.com/nycedc,10/24/2012 12:00:00 AM,
DSNY,Flickr,http://flickr.com/nycrecyclemore,10/24/2012 12:00:00 AM,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,10/24/2012 12:00:00 AM,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,10/24/2012 12:00:00 AM,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,10/24/2012 12:00:00 AM,
DOE,Flickr,http://www.flickr.com/photos/nycschools,10/24/2012 12:00:00 AM,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,10/24/2012 12:00:00 AM,
DEP,Flickr,http://www.flickr.com/photos/nycep,10/24/2012 12:00:00 AM,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,10/24/2012 12:00:00 AM,389
DOITT,Tumblr,http://nycdoitt.tumblr.com/,10/24/2012 12:00:00 AM,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,10/24/2012 12:00:00 AM,102
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,10/24/2012 12:00:00 AM,81
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,10/24/2012 12:00:00 AM,107
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,10/24/2012 12:00:00 AM,78
NYPD,Facebook,https://www.facebook.com/NYPD,10/24/2012 12:00:00 AM,81847
NYCCFB,Facebook,http://www.facebook.com/nycvotes,10/24/2012 12:00:00 AM,279
NYC Gov,Facebook,http://www.facebook.com/nycgov,10/24/2012 12:00:00 AM,40223
MOME,Facebook,http://www.facebook.com/NYCMINY,10/24/2012 12:00:00 AM,3386
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,10/24/2012 12:00:00 AM,2058
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,10/24/2012 12:00:00 AM,150
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,10/24/2012 12:00:00 AM,3461
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,10/24/2012 12:00:00 AM,92
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,10/24/2012 12:00:00 AM,1035
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,10/24/2012 12:00:00 AM,625
DOB,Facebook,http://www.facebook.com/NYCBuildings,10/24/2012 12:00:00 AM,1399
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,10/24/2012 12:00:00 AM,134
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/24/2012 12:00:00 AM,20
FDNY,Facebook,http://www.facebook.com/FDNYhome,10/24/2012 12:00:00 AM,110570
NYC & Co,Facebook,http://www.facebook.com/nycgo,10/24/2012 12:00:00 AM,52106
DOH,Facebook,http://www.facebook.com/NYCcondom,10/24/2012 12:00:00 AM,19006
DOE,Facebook,http://www.facebook.com/NYCschools,10/24/2012 12:00:00 AM,23968
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,10/24/2012 12:00:00 AM,15360
DPR,Facebook,http://www.facebook.com/nycparks,10/24/2012 12:00:00 AM,19087
DOE,Facebook,http://www.facebook.com/fundforpublicschools,10/24/2012 12:00:00 AM,8374
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,10/24/2012 12:00:00 AM,8000
DOH,Facebook,http://www.facebook.com/nycquits,10/24/2012 12:00:00 AM,10010
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,10/24/2012 12:00:00 AM,13863
NYCService,Facebook,http://www.facebook.com/nycservice,10/24/2012 12:00:00 AM,6122
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,10/24/2012 12:00:00 AM,5835
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,10/24/2012 12:00:00 AM,7065
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,10/24/2012 12:00:00 AM,47409
DYCD,Facebook,http://www.facebook.com/nycyouth,10/24/2012 12:00:00 AM,5231
EDC,Facebook,http://www.facebook.com/AppSciNYC,10/24/2012 12:00:00 AM,4011
DOT,Facebook,http://www.facebook.com/NYCDOT,10/24/2012 12:00:00 AM,4568
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,10/24/2012 12:00:00 AM,5914
EDC,Facebook,http://www.facebook.com/NYCEDC,10/24/2012 12:00:00 AM,4112
MOME,Facebook,https://www.facebook.com/NYCMedia,10/24/2012 12:00:00 AM,3608
DEP,Facebook,http://www.facebook.com/nycwater,10/24/2012 12:00:00 AM,3074
DOE,Facebook,http://www.facebook.com/nycgrads,10/24/2012 12:00:00 AM,1806
DOH,Facebook,http://www.facebook.com/NYCKnows,10/24/2012 12:00:00 AM,
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,10/24/2012 12:00:00 AM,1760
GreeNYC,Facebook,https://www.facebook.com/birdienyc,10/24/2012 12:00:00 AM,1762
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,10/24/2012 12:00:00 AM,1270
HHC,Facebook,http://www.facebook.com/nychhc,10/24/2012 12:00:00 AM,1333
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,10/24/2012 12:00:00 AM,3050
DOT,Facebook,http://www.facebook.com/YouTheManNYC,10/24/2012 12:00:00 AM,1122
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,10/24/2012 12:00:00 AM,1134
SBS,Facebook,http://www.facebook.com/NYCBusiness,10/24/2012 12:00:00 AM,1455
Culture,Facebook,https://www.facebook.com/piypnyc,10/24/2012 12:00:00 AM,1125
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,10/24/2012 12:00:00 AM,2113
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,10/24/2012 12:00:00 AM,1300
NYCHA,Facebook,http://www.facebook.com/NYCHA,10/24/2012 12:00:00 AM,1421
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,10/24/2012 12:00:00 AM,593
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,10/24/2012 12:00:00 AM,861
DCA,Facebook,http://www.facebook.com/NYCDCA,10/24/2012 12:00:00 AM,735
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/24/2012 12:00:00 AM,540
SICB1,Facebook,https://www.facebook.com/CB1SI,10/24/2012 12:00:00 AM,387
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,10/24/2012 12:00:00 AM,1169
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,10/24/2012 12:00:00 AM,710
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,10/24/2012 12:00:00 AM,306
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,10/24/2012 12:00:00 AM,544
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,10/24/2012 12:00:00 AM,293
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,10/24/2012 12:00:00 AM,495
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/24/2012 12:00:00 AM,527
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,10/24/2012 12:00:00 AM,569
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,10/24/2012 12:00:00 AM,452
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,10/24/2012 12:00:00 AM,570
DFTA,Facebook,http://www.facebook.com/timebanksnyc,10/24/2012 12:00:00 AM,318
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,10/24/2012 12:00:00 AM,315
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,10/24/2012 12:00:00 AM,446
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,10/24/2012 12:00:00 AM,421
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,10/24/2012 12:00:00 AM,316
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,10/24/2012 12:00:00 AM,473
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,10/24/2012 12:00:00 AM,307
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,10/24/2012 12:00:00 AM,357
City Store,Facebook,http://www.facebook.com/citystorenyc,10/24/2012 12:00:00 AM,326
MOIA,Facebook,http://www.facebook.com/ihwnyc,10/24/2012 12:00:00 AM,406
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,10/24/2012 12:00:00 AM,331
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,10/24/2012 12:00:00 AM,251
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,10/24/2012 12:00:00 AM,306
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,10/24/2012 12:00:00 AM,179
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,10/24/2012 12:00:00 AM,17
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,10/24/2012 12:00:00 AM,
DOH,Android,Condom Finder,10/24/2012 12:00:00 AM,5028
DOT,Android,You The Man,10/24/2012 12:00:00 AM,102
DOT,Broadcastr,,10/24/2012 12:00:00 AM,
MOME,Android,MiNY Venor app,10/24/2012 12:00:00 AM,343
DOH,Android,Condom Finder,09/21/2012 12:00:00 AM,
DOT,Broadcastr,,09/21/2012 12:00:00 AM,
TOTAL,TOTAL,TOTAL,09/21/2012 12:00:00 AM,2526367
HHC,Facebook,http://www.facebook.com/nychhc,09/21/2012 12:00:00 AM,1292
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,09/21/2012 12:00:00 AM,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,09/21/2012 12:00:00 AM,16
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,09/21/2012 12:00:00 AM,163
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,09/21/2012 12:00:00 AM,277
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,09/21/2012 12:00:00 AM,243
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,09/21/2012 12:00:00 AM,307
MOIA,Facebook,http://www.facebook.com/ihwnyc,09/21/2012 12:00:00 AM,388
City Store,Facebook,http://www.facebook.com/citystorenyc,09/21/2012 12:00:00 AM,311
